FID,District,County,Route,Direction,Accidents,Lanes,Access1,Limited,AccessNum,AccessType,RoadWidth,LaneWidth,InnerShoulderWidth,InnerShoulderTreatedWidth,OuterShoulderWidth,OuterShoulderTreatedWidth,DesignSpeedLimit,InnerMedianWidth,Terrain,Barrier,Surface
798,7,LA,405,N,36,1,2,1,2,mix,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
799,7,LA,405,N,39,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
800,7,LA,405,N,54,1,2,1,2,mix,60,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
801,7,LA,405,N,66,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
802,7,LA,405,N,107,1,2,1,2,mix,48,12,8,8,10,10,70,22,Flat,Concrete Barrier,Concrete
803,7,LA,405,N,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
804,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
805,7,LA,405,N,2,1,1,0,2,mix,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
806,7,LA,405,N,4,1,2,1,1,buffer,67,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
807,7,LA,405,N,4,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
808,7,LA,405,N,22,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
809,7,LA,405,N,26,1,1,0,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
810,7,LA,405,N,33,1,2,1,3,mix,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
811,7,LA,405,N,33,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
812,7,LA,405,N,42,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
813,7,LA,405,N,44,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
814,7,LA,405,N,54,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
815,7,LA,405,N,0,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
816,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
817,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
818,7,LA,405,N,3,1,2,1,1,buffer,48,12,10,10,10,10,70,13,Mountainous,Concrete Barrier,Concrete
819,7,LA,405,N,5,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Base & Surface
820,7,LA,405,N,5,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Concrete
821,7,LA,405,N,5,1,2,1,1,buffer,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
822,7,LA,405,N,6,1,1,0,2,mix,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
823,7,LA,405,N,10,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Rolling,Concrete Barrier,Concrete
824,7,LA,405,N,41,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
825,7,LA,405,N,50,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Base & Surface
826,7,LA,405,N,63,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
827,7,LA,405,N,0,1,2,1,3,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
828,7,LA,405,N,0,1,2,1,1,buffer,55,11,4,4,10,10,70,16,Mountainous,Concrete Barrier,Base & Surface
829,7,LA,405,N,0,1,2,1,2,mix,56,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
830,7,LA,405,N,0,1,1,0,1,continuous,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Concrete
831,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
832,7,LA,405,N,2,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
833,7,LA,405,N,8,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
834,7,LA,405,N,12,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
835,7,LA,405,N,19,1,2,1,2,mix,55,11,4,4,10,10,70,16,Mountainous,Concrete Barrier,Base & Surface
836,7,LA,405,N,26,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
837,7,LA,405,N,28,1,1,0,2,mix,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Concrete
838,7,LA,405,N,28,1,2,1,3,mix,78,11.1,2,2,8,8,70,6,Flat,Concrete Barrier,Concrete
839,7,LA,405,N,30,1,2,1,2,mix,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
840,7,LA,405,N,37,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
841,7,LA,405,N,68,1,1,0,2,mix,55,11,4,4,10,10,70,16,Mountainous,Concrete Barrier,Base & Surface
842,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,20,Flat,Concrete Barrier,Bridge Deck
843,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,3,3,10,10,70,20,Flat,Concrete Barrier,Concrete
844,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,3,3,10,10,70,20,Flat,Concrete Barrier,Concrete
845,7,LA,405,N,0,1,1,0,2,mix,56,11.2,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
846,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
847,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Rolling,Concrete Barrier,Concrete
848,7,LA,405,N,2,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
849,7,LA,405,N,5,1,2,1,1,buffer,67,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
850,7,LA,405,N,5,1,2,1,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
851,7,LA,405,N,13,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
852,7,LA,405,N,19,1,2,1,1,buffer,48,12,10,10,10,10,70,13,Mountainous,Concrete Barrier,Concrete
853,7,LA,405,N,28,1,2,1,1,buffer,78,11.1,2,2,8,8,70,6,Flat,Concrete Barrier,Concrete
854,7,LA,405,N,49,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
855,7,LA,405,N,0,1,2,1,2,mix,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
856,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
857,7,LA,405,N,2,1,2,1,1,buffer,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
858,7,LA,405,N,5,1,2,1,1,buffer,67,11.2,2,2,10,10,70,20,Flat,Concrete Barrier,Bridge Deck
859,7,LA,405,N,11,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
860,7,LA,405,N,11,1,1,0,2,mix,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
861,7,LA,405,N,11,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
862,7,LA,405,N,31,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Rolling,Concrete Barrier,Concrete
863,7,LA,405,N,67,1,1,0,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Concrete
864,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
865,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
866,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
867,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
868,7,LA,405,N,1,1,2,1,1,buffer,45,11.3,1,1,10,10,70,13,Rolling,Concrete Barrier,Concrete
869,7,LA,405,N,3,1,1,0,2,mix,67,11.2,2,2,0,0,70,8,Mountainous,Concrete Barrier,Concrete
870,7,LA,405,N,5,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
871,7,LA,405,N,6,1,1,0,1,continuous,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Concrete
872,7,LA,405,N,51,1,2,1,3,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
873,7,LA,405,N,57,1,2,1,1,buffer,60,12,10,10,10,10,70,12,Flat,Concrete Barrier,Base & Surface
874,7,LA,405,N,57,1,2,1,1,buffer,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
875,7,LA,405,N,65,1,1,0,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
876,7,LA,405,N,0,1,1,0,2,mix,60,12,10,10,10,10,70,12,Flat,Concrete Barrier,Base & Surface
877,7,LA,405,N,0,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
878,7,LA,405,N,1,1,2,1,1,buffer,78,11.1,2,2,8,8,70,6,Flat,Concrete Barrier,Concrete
879,7,LA,405,N,33,1,2,1,1,buffer,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
880,7,LA,405,N,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
881,7,LA,405,N,0,1,2,1,2,mix,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Concrete
882,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
883,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
884,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
885,7,LA,405,N,2,1,2,1,1,buffer,67,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
886,7,LA,405,N,6,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
887,7,LA,405,N,19,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
888,7,LA,405,N,36,1,2,1,1,buffer,56,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
889,7,LA,405,N,42,1,2,1,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Concrete
890,7,LA,405,N,45,1,2,1,2,mix,55,11,4,4,10,10,70,16,Mountainous,Concrete Barrier,Base & Surface
891,7,LA,405,N,46,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
892,7,LA,405,N,51,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
893,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,15,15,10,10,70,6,Flat,Concrete Barrier,Concrete
894,7,LA,405,N,2,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
895,7,LA,405,N,2,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
896,7,LA,405,N,4,1,2,1,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
897,7,LA,405,N,0,1,1,0,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
898,7,LA,405,N,0,1,2,1,1,buffer,56,11.2,0,0,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
899,7,LA,405,N,1,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
900,7,LA,405,N,2,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
901,7,LA,405,N,2,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
902,7,LA,405,N,12,1,1,0,2,mix,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
903,7,LA,405,N,18,1,2,1,1,buffer,56,11.2,0,0,10,10,70,14,Mountainous,Concrete Barrier,Concrete
904,7,LA,405,N,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
905,7,LA,405,N,1,1,2,1,1,buffer,56,11.2,2,2,10,10,70,20,Flat,Concrete Barrier,Bridge Deck
906,7,LA,405,N,1,1,2,1,1,buffer,67,11.2,3,3,10,10,70,20,Flat,Concrete Barrier,Concrete
907,7,LA,405,N,90,1,2,1,1,buffer,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
908,7,LA,405,N,24,1,2,1,1,buffer,60,12,10,10,10,10,70,22,Flat,Concrete Barrier,Bridge Deck
909,7,LA,405,N,2,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Flat,Concrete Barrier,Concrete
910,7,LA,405,N,57,1,1,0,2,mix,48,12,8,8,10,10,70,22,Flat,Concrete Barrier,Concrete
911,7,LA,405,S,54,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Mountainous,Concrete Barrier,Concrete
912,7,LA,405,S,37,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Base & Surface
913,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
914,7,LA,405,S,0,1,1,0,2,mix,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
915,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
916,7,LA,405,S,0,1,2,1,1,buffer,60,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
917,7,LA,405,S,27,1,2,1,1,buffer,78,11.1,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
918,7,LA,405,S,38,1,2,1,1,buffer,56,11.2,2,2,10,10,70,12,Flat,Concrete Barrier,Bridge Deck
919,7,LA,405,S,41,1,2,1,2,mix,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
920,7,LA,405,S,12,1,2,1,1,buffer,56,11.2,2,2,10,10,70,20,Flat,Concrete Barrier,Concrete
921,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,1,1,10,10,70,6,Flat,Concrete Barrier,Concrete
922,7,LA,405,S,1,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
923,7,LA,405,S,3,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
924,7,LA,405,S,19,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
925,7,LA,405,S,26,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Base & Surface
926,7,LA,405,S,55,1,2,1,3,mix,56,11.2,1,1,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
927,7,LA,405,S,59,1,2,1,1,buffer,56,11.2,1,1,10,10,70,13,Flat,Concrete Barrier,Concrete
928,7,LA,405,S,0,1,2,1,1,buffer,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
929,7,LA,405,S,0,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
930,7,LA,405,S,2,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
931,7,LA,405,S,2,1,2,1,1,buffer,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
932,7,LA,405,S,5,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
933,7,LA,405,S,26,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
934,7,LA,405,S,39,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
935,7,LA,405,S,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
936,7,LA,405,S,0,1,2,1,1,buffer,67,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
937,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,15,15,10,10,70,20,Flat,Concrete Barrier,Concrete
938,7,LA,405,S,0,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
939,7,LA,405,S,12,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
940,7,LA,405,S,17,1,2,1,1,buffer,60,12,3,3,8,8,70,15,Flat,Concrete Barrier,Concrete
941,7,LA,405,S,23,1,2,1,4,mix,78,11.1,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
942,7,LA,405,S,38,1,2,1,1,buffer,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
943,7,LA,405,S,66,1,2,1,3,mix,56,11.2,1,1,10,10,70,13,Flat,Concrete Barrier,Concrete
944,7,LA,405,S,0,1,1,0,2,mix,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
945,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
946,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,1,1,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
947,7,LA,405,S,0,1,2,1,2,mix,60,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
948,7,LA,405,S,0,1,1,0,2,mix,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Bridge Deck
949,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
950,7,LA,405,S,1,1,1,0,1,continuous,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Bridge Deck
951,7,LA,405,S,2,1,2,1,1,buffer,45,11.3,2,2,0,0,70,6,Rolling,Concrete Barrier,Concrete
952,7,LA,405,S,6,1,2,1,1,buffer,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
953,7,LA,405,S,7,1,2,1,1,buffer,60,12,10,10,9,9,70,22,Flat,Concrete Barrier,Concrete
954,7,LA,405,S,10,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
955,7,LA,405,S,18,1,1,0,3,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
956,7,LA,405,S,19,1,1,0,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
957,7,LA,405,S,38,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
958,7,LA,405,S,46,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
959,7,LA,405,S,58,1,2,1,1,buffer,67,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
960,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,12,Flat,Concrete Barrier,Base & Surface
961,7,LA,405,S,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
962,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
963,7,LA,405,S,5,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
964,7,LA,405,S,9,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
965,7,LA,405,S,18,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
966,7,LA,405,S,0,1,2,1,2,mix,56,11.2,2,2,10,10,70,12,Flat,Concrete Barrier,Bridge Deck
967,7,LA,405,S,0,1,1,0,2,mix,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
968,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
969,7,LA,405,S,1,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
970,7,LA,405,S,2,1,2,1,1,buffer,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
971,7,LA,405,S,10,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Flat,Concrete Barrier,Concrete
972,7,LA,405,S,23,1,1,0,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
973,7,LA,405,S,39,1,2,1,1,buffer,56,11.2,2,2,10,10,70,12,Flat,Concrete Barrier,Base & Surface
974,7,LA,405,S,48,1,2,1,1,buffer,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
975,7,LA,405,S,49,1,2,1,1,buffer,60,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
976,7,LA,405,S,73,1,2,1,2,mix,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
977,7,LA,405,S,76,1,1,0,1,continuous,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
978,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
979,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
980,7,LA,405,S,0,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
981,7,LA,405,S,0,1,2,1,1,buffer,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
982,7,LA,405,S,0,1,1,0,2,mix,60,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
983,7,LA,405,S,2,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
984,7,LA,405,S,5,1,2,1,2,mix,56,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
985,7,LA,405,S,5,1,2,1,2,mix,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
986,7,LA,405,S,5,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Bridge Deck
987,7,LA,405,S,7,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
988,7,LA,405,S,14,1,2,1,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
989,7,LA,405,S,42,1,2,1,2,mix,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
990,7,LA,405,S,42,1,2,1,3,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
991,7,LA,405,S,46,1,1,0,2,mix,56,11.2,1,1,0,0,70,6,Flat,Concrete Barrier,Bridge Deck
992,7,LA,405,S,48,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Flat,Concrete Barrier,Concrete
993,7,LA,405,S,50,1,2,1,2,mix,48,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
994,7,LA,405,S,61,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
995,7,LA,405,S,63,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
996,7,LA,405,S,101,1,2,1,1,buffer,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
997,7,LA,405,S,0,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
998,7,LA,405,S,0,1,2,1,2,mix,72,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
999,7,LA,405,S,0,1,2,1,1,buffer,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
"1,000",7,LA,405,S,0,1,1,0,2,mix,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
"1,001",7,LA,405,S,9,1,2,1,1,buffer,60,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Concrete
"1,002",7,LA,405,S,19,1,2,1,1,buffer,56,11.2,1,1,10,10,70,13,Flat,Concrete Barrier,Concrete
"1,003",7,LA,405,S,38,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
"1,004",7,LA,405,S,102,1,2,1,1,buffer,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
"1,005",7,LA,405,S,0,1,1,0,1,continuous,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
"1,006",7,LA,405,S,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
"1,007",7,LA,405,S,0,1,2,1,1,buffer,56,11.2,15,15,10,10,70,20,Flat,Concrete Barrier,Concrete
"1,008",7,LA,405,S,2,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
"1,009",7,LA,405,S,2,1,1,0,2,mix,48,12,8,8,10,10,70,22,Mountainous,Concrete Barrier,Base & Surface
"1,010",7,LA,405,S,21,1,1,0,1,continuous,55,11,3,3,10,10,70,8,Flat,Concrete Barrier,Bridge Deck
"1,011",7,LA,405,S,26,1,2,1,1,buffer,56,11.2,1,1,10,10,70,13,Flat,Concrete Barrier,Concrete
"1,012",7,LA,405,S,32,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
"1,013",7,LA,405,S,0,1,2,1,1,buffer,56,11.2,1,1,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
"1,014",7,LA,405,S,0,1,2,1,2,mix,48,12,8,8,10,10,70,14,Mountainous,Concrete Barrier,Base & Surface
"1,015",7,LA,405,S,0,1,2,1,1,buffer,45,11.3,2,2,0,0,70,6,Rolling,Concrete Barrier,Concrete
"1,016",7,LA,405,S,1,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
"1,017",7,LA,405,S,2,1,2,1,1,buffer,72,12,10,10,10,10,70,22,Flat,Concrete Barrier,Concrete
"1,018",7,LA,405,S,3,1,2,1,3,mix,67,11.2,3,3,10,10,70,6,Flat,Concrete Barrier,Concrete
"1,019",7,LA,405,S,4,1,2,1,1,buffer,56,11.2,2,2,0,0,70,6,Flat,Concrete Barrier,Concrete
"1,020",7,LA,405,S,4,1,2,1,3,mix,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
"1,021",7,LA,405,S,6,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Base & Surface
